775087224857567232	Lo que mas amo de mi escritorio es que hay una foto de el y mía juntos aparte de mi cuarto mis cuadro también están de el	P
778485882647089152	Ese momento en el que no puedes dormir y no sabes por qué, pero estás con una sonrisa de oreja a oreja al igual que toda la semana	NEU
774619666505400322	@Fiorela_Gue aw ! recién veo esto, sorrry ! tu pues me dices algo y luego queda en nada vamos hoy a la reu de mi prima? le dije a Mari	NEU
802359837308887040	@CJSuasnabar soy el perro asesinado	N
812398630137012224	@DavidJeffer06 Ay! Esas medias tan lindas	P
816382826547269633	Que histérico es la bestia, pobre bella	N
813597935187304449	El quinto día #cousins #Holidays @ Previos Restobar-Pub	NEU
816876533231079424	Necesito urgente entrar a la gimnasia y al gimnasioo	NEU
818483269255761920	Hasta lo peor de mi, quiere lo mejor para ti	NEU
817071405040865281	Mal momento para tomar café caliente, no dejo de sudar, coño	N
813627444850737152	Nunca me había dormido tanto en una película de timburton que raro	N
814958162994401280	Hoy soñé que @wendyvasquezl era mi profe de actuación y fui extremadamente feliz.	P
813715684312154116	El apagón de ayer mas mi estado alucinógeno = La guerra de los mundos	N
814245984821776388	@PierinaMz Los más buenazos, son los medio gruesitos y cortados de forma vertical. Según yo.	P
815410895333584896	Me daré el abrazo de fin de año sola o khé? por qué se demoran tanto	N
812772422189535232	@Vere_MC disculpas aceptadas (chiechie) espero que te haya gustado el regalo si es que ya lo viste.	NEU
815207325875236864	Bueno, ¡a finalizar el último libro que tengo en mi “currently-reading” de @goodreads antes que termine el año!	NEU
813954114061275136	@Libranorte te entiendo, toda mi vida me he sentido igual; pero siempre hay que ser fiel a uno mismo	NEU
800294301200711681	Me siento tan estúpido de haber abierto una herida ya cicatrizada a alguien que aún me sigue importando.... lo siento	N
811340302518775813	No hay mayores problemas dice vocero Lewin Mejía sobre amago de incendio... es un centro comercial no una bodega @hudwalker @canalN_	N
814535672547553280	@JordiWild Primero los XV de Ruby ahora Tongo, jaja Giorgio de a pocos vas conociendo Latinoamerica ... aunque no la mejor cara	NEU
798019190896541697	"Contigo porque me matas y ahora sin ti ya no vivo" --&gt;Tal cual! Te mereces todo lo que has conseguido y conseguirás @AbrahamMateoMus	N
813568893063233536	Me alejé tanto de mis amigas de la universidad por lo que me fui a estudiar de noche y no saben cuánto las extraño	NEU
810644736113516544	@Bryanpinarivera @EvaMPT @diegorrc el I no entra en el Machete y el VII tampoco porque aún no se sabe el rumbo de la nueva trilogía	NEU
808894840884887553	@LuciaLu26 JAJAJA crjo, no lo dije por ti mi primer saliente fue a esa edad y mi mamá nunca lo aceptó por esto que recién entendemos	NEU
774612388435795968	hoy me toco visitar a mamá en su descanso eterno le contare todo lo que vivo ella fue es y siempre sera mi MEJOR AMIGA sin igual	P
768663354537828352	No sé si los maltrataban de verdad pero me dio penita ver eso No me gusto eso, no son objetos para que los traten así. Me indigna tanto	N
771744506861461504	Que el finde sea para hacer cualquier cosa que a uno lo haga FELIZ, lo que sea pero que sea lo que a uno le de la reverenda gana	NEU
809385267241095168	@YurikitoKSP que bien yuriko. Felicidades	P
810643727693778944	@lovingmykookie extrañare este tweet como fijado	NEU
814945032096649217	Amo los vestidos largos y los enterizos	P
812357107680833537	Feliz de ver a mis amigos felices #BuenaVibraAlFin	NEU
815578282766827522	@Agustozuloeta con todo. Debe ser un buen 2017. Abrazo	NEU
814537181318549504	MAPEO DE PROCESOS!!!! PMBOK ya falta poco... Pronto a vente	NEU
817810105383157760	@discolocontilde tanto así? en claro no hay cobertura por mi casa	N
817786219560058880	Ahora sí conejito, llámala y mándala a la mierda de mi parte	N
813391886962618373	El tiempo de Dios es siempre correcto; espera con paciencia que Él actúe.	NEU
811245654320316417	¿Habrá algo peor que no traer los audífonos a la chamba? Estoy muriendo lentamente	N
814993572986355712	Se acaba un buen año, y va empezar uno mejor, siempre con la.bendición de Dios	P
