768512386269638656	@morbosaborealis jajajaja... eso es verdad... aquí no hay uno cuerdo 	N
768529956162924544	@Adriansoler espero y deseo que el interior te cause lo mismo 	NEU
768557093955698688	comprendo que te molen mis tattoos, pero no te los hagas 'iguales' 	NEU
770616744192929792	Mi última partida jugada, con Sona support. La grandes razones para jugar Sona https://t.co/2rgmMeAFIs	P
769959690092642304	Tranquilos que con el.dinero de Camacho seguro mañana empiezan las escabadoras en el Arraijanal 	P
770590136828559360	@daniacal aún no, pero si estará jugable en el TGS no creo que tarde demasiado. 	P
770434744748236800	@ragnomuelle Yo a veces hecho de menos mi pelo largo por eso mismo entre otras cosas 	N
770787189319925760	A mí nunca me podrán hacer una broma porque no cojo llamadas y menos cuando son ocultas 	NEU
771339035445002240	#feliz septiembre..es bonito retarse..es increible lo mucho que puedes aprender.. medirse con el obstáculo..eres la joyita de la corona	P
768577963885522944	Este año el Madrid hará triplete y si lo hace me rapo al cero  grabad el mensaje jejej #ChiringuitoPiqué	P
768596566378774528	Es conveniente tener un Gobierno democrático que cumpla su función politica. NO lo es tener un Gobierno que representa la #corrupciónPP	N
768588061496209408	@BrujadelTuiters . Estas palabras, del Poema, INSTANTES, son de Nadine Stair. Escritora norteamericana, a la q le gustan los helados.  	NEU
768071942096166912	@Jordicanal64 Pues si no fichan "lo que sea" además de un ridículo espantoso igual QSF nos deja plantados...esperemos que no   	N
768506208051494912	@Iluminaughty_ @Spiegel_Spike_ pues me da igual  yo escribo lo que pienso ^^ y cuando lo pienso ajajaj si es que lo pienso 	NEU
770377072103530496	@C3466003565 Cracias Cristina todo lo que me dices es una bendición tienes que ser paciente y veras como llega el milagro solo asi,ten Fe 	P
770295011250409472	@pandeliria @eltuitdrink Bien! Yo no se que tiene el mundo en contra de la tercera generación  Mi fav es la primera pero merece la pena.	P
770798433645031424	Yo mantendría que toby está vivo si no fuese por el tuit de keegs, por el insta de troian de hace unos días..... Esas cosas sabéis 	NEU
772121014436302848	glowen sigue a cuentas inactivas y es en plan oh seguro que esas cuentas te dan mucho más apoyo que a las que le diste unf JAJAJA 	N
771508327511683072	@avadadobreva ah wno no es que me pase nada es que cuando el Hype está tan alto y se habla tanto tengo la sensación de que ya la he visto 	NEU
771669847725834240	@crtkftauryn que no en serio 	NEU
770239405722374144	Me duele mucho la cabeza tio 	N
768497346342772737	@futbolero93 solo recuerda que Iman es tranquila 	P
768136915803660289	@Miraqbien podrías solidarizarte conmigo y no comer ninguno... 	NEU
767764285351202817	¿Algún día seré feliz por tener tu follow? @BlasAuryn 	N
768546051112443904	@David_Goen00 venga jimbre, lo que debes haver es hacerte cadista 	NEU
768547980924293120	@albueto @ferderer2 @TipsterApuesta los reyes magos son mas reales que este 	N
768530671132352513	@IvnLz el resto puedo dudar pero de ese grupo lo tengo claro 	NEU
770466250900340737	Tengo ganas de bronca estoy aburrido, proximo tweet abro el cajon de mierda 	N
769966461045571584	@Hectorfernandez @Alaves Pellegrino ha dotado al equipo una gran consistencia defensiva. Y buenos fichajes 	P
770607143158444032	@JorgeUfano ¡Muchas gracias por la respuesta! Cualquier cosa, aquí estamos para lo que necesites  ¡Saludos!	P
770942611997724672	Las horas que son y sigo sin ser capaz de ponerme a estudiar....el sueño puede conmigo 	N
770795402534715392	@anaamontull_ @IreneCarro_8 @MariloGarciaa6 con una pequeña donación hará felices a miles de chicas que no tienen  #asociacionmariloli	P
771694556005924864	@Comunikaa2 me alegro mucho!! es importante darnos cuenta del gran valor que podemos aportar y encontrar nuestra misión 	P
768577563933413380	@valenciacf Mis sentimientos y mi orgullo por el Valencia son muy grandes. Yo quiero lo mejor para el Valencia. 	P
768463313801969664	@VioletaTrujillo yo me resigno con alguna gente, si se creen a este personaje es porque no están dispuestos a escuchar 	N
768575453410058240	@Graffitera23 qué hermoso!,es bueno desviar la mirada al cielo y a las nubes de vez en cuando,abajo está jodido.preciosa foto,mil abrazos 	P
768496682082373632	@AlteaLaSueca en el debate que he estado leyendo, en el blog de Silvio @citaconsilvio lo pone el gran @feliuvicente citando al Che. 	NEU
768515769579823104	@ferdiazgil @FranDguez sí, lo he leído ese templo grande es el que he puesto en IG. Ha perdido su parte superior y está inaccesible	N
769985146405683200	Esperemos que todo empiece a tirar para arriba porque se necesita mucho para despegar un proyecto asi, y es el unico miedo que tengo 	N
770348223919718402	Me habría gustado hacer alguna de las de los Targaryen pero como están  en paradero desconocido pueh no hay imagenes buenas de ellas y 	N
771439744446234625	@jpablobece  la tengo que retomar... qué tal la segunda temporada? a @crevillo le ha flipado pero q opinas tú? que Carlos no es de fiar 	NEU
772240308226621440	cuando le dispararon en el brazo y le preguntaron por qué sonreía y dijo 'esto es el fin, ya no me puede pasar nada más' joder tio 	N
771859162196238336	Y lo que se sabe no se preguntan para el dolor de muchos no soy pita soy SCORT  no cobro dos lochas ni doy culo gratis como muchos.	N
771774697595924480	@LidiaWBlog que es un envidiosillo 	N
770737219074191360	en plan bonito  porque yo no	NEU
768562373472976896	@Eleder_ Que tampoco ahora mayoría absoluta, eh? 	NEU
767957176300306432	Buenos días @ainhoa_mallo  Y que podamos contarlo 	P
768029086807629824	@mrswxllace tres tristes trokistas pican piedra en un gulag 	N
768578741316583424	@Landspecies y sentimos empatia hacia cualquier ser vivo sin distinción 	P
768521914704887808	@MatiDiazWarrior @severinoiezzi @Maxisanchez06... ¡¡Nos sumamos a la felicitación a un grande!! 	P
768549166729555969	Madrid está lleno de comida y crushes, no me llevéis de aquí 	N
770633713822601216	@Defconplay de hecho lo confirmo, los caminos y las casitas son las mismas 	NEU
772539643720007680	Hola @TonyAguilarOfi nos gustaría escuchar #UnMinutoSinDolor nuevo single promocional de @DulceMaria en #40GlobalShow51 @40GlobalShow 	P
770874166182604800	@monzonete Cuando me borré Twitter, jeje, esta cuenta es nueva, aunque con el mismo nick 	NEU
770926989591056385	@manuelortegama4 se llama Wolf, es la mascota #SeSalen en apoyo a los deportistas paralímpicos Más inf https://t.co/KQl89uDr3h	NEU
770929359611891712	@Realba74 @InterSerEd genial Rebeca !! Este era mi deseo al escribirlo. Seguiré escribiendo en esta linea práctica 	P
768213567418036224	@myendlesshazza a. que puto mal escribo b. me sigo surrando help 3. ha quedado raro el "cómetelo" ahí JAJAJAJA	N
768594628815839232	ola wapa k tal stas?? spero k no seas una sorra kmo las otras xikas - machirulo QUÉ COJONES JAJSAKJKJSADJJSJASJAJAJA	N
768498608870219776	@CrimsonGhost__ Tio entonces piensas que mosca es un insulto, yo creo que eso es un poco irrespetuoso a las pobres 	N
768568209159184385	@ShawnUpdatesSA esta no es, le tienes que dar a US Store, solo se vende en US y Canadá  por ahora claro.	N
768529333493391360	@FaranduleroYo Pues espero que no lo digas por mi niña o no voto mas  memeo, bueno cada uno tendra su opinion +	N
767531452686893056	@BlasAuryn si es que no puedo olvidar cuando te viii, imposible. Que resumiendo, no te puedo olvidar  y no lo haré jamás chiqui	P
770026979047374849	Chatel con mis primos le hicimos un funeral a una lora de la casa de mis abuelos, cantando una adaptación de "Querida". DEP Juanga 	N
769839243883638784	Rivera y Rajoy no han pactado que Nivea vuelva a lanzar pelotas de playa desde una avioneta, como cuando era pequeño. Nos vemos el 25D 	N
772438625594335232	Lo peor es que yo me marché cuando @olvihormigos se empezó a relacionar con la gente de la disco, yo quería tomarme una copita con ella 	N
773545957191540736	No estoy aburrida -Estás aburrida - No -Si,  reconocelo - Vale estoy aburrida de verte ver la tele -.. Por que haces esto? -Por que me abu+	N
772792232164360192	Últimamente estoy  y no me gusta estar  debería estar  pero no puedo estar  porque estoy  y eso me hace estar más  sabéis 	N
771499337834725376	Pos yo tambien estoy triste 	N
770602135968964608	en serio, tenéis que verosla ya 	NEU
768591189746548736	@SergioSmiles Mirate D gray-man desde cero puta 	N
767846757996847104	@landscps pues imaginate en una casa muy grande 	NEU
768020276353372160	@LetInNeverlxnd se nos queda pequeña, sólo 300 de aforo 	N
768535920450600960	@Lentejitas @Manuj_Hidalgo @lupesb77 convenciendo a mi hija mayor para verlo 	NEU
768545629522067456	Dio tener un perro es la ilusión de mi puta vida 	P
768528725545742336	Es worth para coger el bonus, pero es mucho más divertido luchar 	NEU
769734680748888064	que cansado me tenes albacete... que cansado!! sino vuelvo a rosario en verano........... ojo.	N
768221670255493120	Quiero mogollón a @AlbaBenito99 pero sobretodo por lo rápido que contesta a los wasaps 	P
