809927403615256576	En definitiva! Me quedé sin campo para ir a Tacares, ya que me había mentalizado y ya hasta quería ir #percebe	N
796040775364710400	@dianalaa32 Es una escena de uno de los documentales más respetados sobre naturaleza ('Planet Earth' de la BBC). Dudo que sea montado.	P
802912779854352384	Qué feo es tener que terminar con alguien; y más cuando las dos personas aún se aman pero el entorno no es favorable.	N
800835505717972992	Oído en McDonalds "el mejor mannequin challenge que he visto hasta ahora es el que ha venido haciendo este gobierno desde hace dos años"	N
791640101751230464	Tengo que aceptar que me esta hundiendo el consumismo con la nueva Macbook Pro, la Gopro Hero 5, el Gopro Karma y el Nintendo Switch	NEU
758451150349664256	Mmm no quiero hacer spoiler pero hoy va a ver algo nuevo en el canal,lo podras ver en el nuevo video que subire en unas horas	NEU
760715780732354561	@itsdylanjos yo solo las cucas	NEU
800388250942709760	@Adri_hdezv Bby muy duro la verdad	N
801870717969174529	@_AlejandroDP no estoy en la zona roja	NEU
814853214050906112	Quiero como tener carro para hacer todo rápido	NEU
815439552038977537	Tristeza más hp me da siempre en año nuevo	N
817032173689696257	@sancarlena77 @miguelpintor05 @demalaspalabras sip, te entendí por tu tuit anterior	NEU
811219074059476992	@eebenitez_ Jajaja es muy triste esto, pero ya hoy consigo otro	P
813467340713193472	@ignaciosolisw ya yo voy de vuelta, pero le dejé la pampa lindísima	P
814710034236080128	@BrujaMalvada_ no tengo en la casa apenas entre, te mando uno así jaja	NEU
808870364856090625	mañana tengo el día libre y no tengo nada más que hacer que dormir	P
815388797747666944	@Jovel_Alvarez no sé si a todos les funcione pero ¡nosotros sí que lo vemos cumplido!	P
811086379199397889	Para mi mamá toda la ropa que escojo es fea hasta que me la ve puesta	NEU
801958572213108737	@vesamo13 ok, vea el lado positivo, tiene un motivo para hacerle drama el resto de si vida.	P
802227237000978432	En mi pueblo anda una patrulla de @fuerzapublicaCR recolectando alimentos no perecederos. En mi casa ya donamos #CostaRicaUnida	P
811617569295699968	Se me rompió el pantalón horizontalmrnnte por el muslo hasta debajo de la nalga... Ya estoy a la moda	N
798239489734807552	@ESPN_FDJ Soy de CR estudiante de periodismo me encanta el ámbito deportivo los admiro y sueño con conocerlos, porfaa? #FDJPuraVida	P
790913130545057792	No me niegues, Señor, tu misericordia; que siempre me protejan tu amor y tu verdad. Salmos 40:11 Buen día a todos	P
792520091204222980	Primer vez en años que no tengo plan de Halloween, difraz, nada... solo quiero terminar de estudiar rápido y ver el partido	NEU
